n,preval,crate,recov,R0,ptran
5345,0.283442469597755,13.351455971133,0.200068523146911,2.70250245835632,0.0404963830771157
8529,0.0124281861882987,12.9756129509769,0.156284058416029,2.51227611117065,0.0302589718111026
6137,0.237901254684699,11.8129172478803,0.167482093115104,2.87977646198124,0.0408291177729849
5091,0.201924965625614,13.4726486378349,0.118816251713084,3.32236863207072,0.0293002065357214
8082,0.0184360306854739,8.02557863295078,0.134145336297574,2.89227140974253,0.0483435199713591
7656,0.0295193312434692,13.6395616806112,0.169133110040333,4.78155990224332,0.0592922350474185
9508,0.0996003365586874,11.664087404497,0.147995642902562,1.36973757296801,0.017379430185086
8128,0.0888287401574803,14.5717613166198,0.190785261901794,1.30007397662848,0.0170216179591053
8625,0.0774492753623188,13.9400696544908,0.203929795056116,4.15429052244872,0.0607732698504567
8103,0.130198691842527,14.3893256434239,0.201086742789019,4.20940260030329,0.0588252068900431
8955,0.217197096594082,6.10391205642372,0.230762838338269,4.34870260115713,0.164405867262772
5074,0.130469057942452,10.2709434716962,0.0759929652039427,3.60889855120331,0.0267016270493465
6294,0.023037813790912,12.1031942754053,0.240051781032467,2.7500445432961,0.0545437076787518
6436,0.0811062771908017,5.58341790689156,0.0748068896697368,4.48244877066463,0.0600560545939929
8242,0.202742052899782,10.8219465962611,0.167281741203042,1.97029712889344,0.0304561412752231
7992,0.183058058058058,11.4456588891335,0.127343133550836,2.1349975662306,0.0237537465375045
8661,0.0750490705461263,6.35659356135875,0.234294049863471,3.58152408152819,0.13200934960602
8243,0.110518015285697,11.1389733431861,0.127352456125198,1.09473905526102,0.0125162080209981
8361,0.18131802415979,7.77794380439445,0.247951046707574,2.98424263484776,0.0951338944518743
8347,0.217563196357973,14.5279542077333,0.229897126648808,4.57803833857179,0.0724450149468051
5223,0.239134596974919,10.9219571761787,0.245743646993302,3.1932232612744,0.0718474095101668
5018,0.0972499003587087,13.6941665946506,0.245673852548935,1.320213470608,0.0236846782364956
8839,0.0389184296866161,7.8456519311294,0.220116051902296,2.8022594358772,0.0786196340145889
8069,0.0322220845210063,8.92066778382286,0.164171682459302,2.31463975366205,0.0425975175686947
5726,0.220223541739434,7.61804864741862,0.0794355512163602,3.09150002337992,0.032235946475058
6174,0.229672821509556,7.24140491569415,0.200703644988826,4.17852292396128,0.115812441269624
6293,0.10313046241856,14.4657037733123,0.161120830073021,3.51754098664969,0.0391788144196943
5425,0.325161290322581,8.52025209693238,0.159030825287336,3.28705126512796,0.0613529352779702
5786,0.109402004839267,10.6799636012875,0.205611821227241,1.59595098812133,0.0307254220620644
5720,0.242132867132867,5.50465420586988,0.199349405030021,1.38968345150352,0.050326970392051
8983,0.0331737726817322,13.711839588359,0.11601112085348,1.53946311585605,0.0130248636904033
7686,0.0757220921155347,14.2296230862848,0.160848098053364,4.36660649254918,0.0493590269408452
8780,0.186446469248292,9.0367705700919,0.153161792862928,3.43508116994053,0.0582202664698639
7856,0.0599541751527495,6.61931799491867,0.206474023031304,4.44839058723301,0.138757059453202
9607,0.181430207140627,6.30888161249459,0.155365744498326,3.33117545023561,0.082035229961425
8769,0.155205838750143,11.6563825169578,0.162650744136656,1.8689727243036,0.0260792577746009
8699,0.0524198183699276,9.77804990950972,0.113260492678965,1.52759626880288,0.0176943570160031
6500,0.268,6.14006702322513,0.14778771867021,2.74452370032668,0.0660590340420346
9670,0.18852119958635,11.7626390536316,0.214411907281494,2.82002650108188,0.0514040478437232
6555,0.244851258581236,10.2686183177866,0.22044238276477,4.08329420443624,0.08765844401835
5175,0.267053140096618,7.26938256295398,0.0985184668409638,2.51005662418902,0.0340175975273779
6550,0.0722137404580153,9.01292810216546,0.0817307621643413,4.43117168080062,0.0401826170859907
8870,0.211386696730552,7.59507790207863,0.0903134216603357,3.33992763329297,0.0397152335432981
8174,0.229630535845363,7.63051848160103,0.196437617948279,1.76232874207199,0.0453688253254543
7872,0.118013211382114,8.4566149301827,0.200834723581793,2.60808165557683,0.0619388919444627
5499,0.199127114020731,13.1212757551111,0.0897902692344505,4.14864706248045,0.028389627933376
7922,0.224438273163343,13.6586220096797,0.195593753969064,4.22209282685071,0.0604610761630525
9978,0.0171377029464823,10.4160416149534,0.120530506923329,3.75072356220335,0.0434019591120523
5592,0.227467811158798,11.1056806123815,0.248130580115132,4.15285977721214,0.0927859841843113
9602,0.188294105394709,5.31427912181243,0.170156472210307,3.90212013758719,0.124940933950452
7257,0.026595011712829,10.4586357763037,0.10330150674819,1.35786704905331,0.0134118555355697
7195,0.0658790826963169,8.63369590602815,0.210068259081803,1.15328636392951,0.0280608514974798
6907,0.17750108585493,5.80663687549532,0.176080920289271,4.55081462115049,0.137999265967479
7478,0.185744851564589,7.3489973321557,0.0919019244746305,1.81355291511863,0.0226791486651811
5031,0.395945140131187,14.7450592182577,0.078109848492546,4.9936182918027,0.0264529807869029
6980,0.228510028653295,14.3159738671966,0.127151016868418,2.26929107308388,0.0201552943718486
9594,0.192307692307692,13.4900400135666,0.16441381199751,2.13271743059158,0.0259931180578011
8106,0.040340488527017,7.19287098851055,0.0806138565910514,2.21638140454888,0.0248400190942914
7676,0.0721730067743616,11.3899868330918,0.0866053142782766,4.60658055264503,0.0350267618704282
9036,0.0308764940239044,7.51301106531173,0.108008278446505,3.00430253334343,0.0431903456201597
9767,0.0264154807003174,7.74935920257121,0.139434377507772,4.07282401248813,0.0732824051686189
5387,0.124930387971041,12.7032363926992,0.114285316116875,4.71761988382787,0.0424423086428893
5244,0.0932494279176201,7.26571447681636,0.106433828635374,4.30783709324896,0.0631045434602421
7239,0.142146705346042,11.0470005404204,0.202743948410265,2.65561684872955,0.0487381387740717
7728,0.118918219461698,5.42034405516461,0.102702802202199,3.04728004150093,0.0577388070151708
9668,0.102606537029375,8.24688799213618,0.232627584641334,4.93694844003767,0.139261063348973
6721,0.25502157417051,9.56432261504233,0.206162954754429,1.44056622963399,0.0310520046609151
8907,0.177949927023689,13.7782641663216,0.202198575892951,2.57896317634732,0.0378467617722418
8007,0.190083676782815,12.6658959221095,0.246184057779145,1.77993935905397,0.0345962651759841
6198,0.319941916747338,14.8447687737644,0.204228455225239,1.87545451615006,0.0258017611803728
9149,0.202426494698874,10.0298985396512,0.0906635309888516,3.02486915700138,0.0273427809333107
5474,0.258129338691999,6.65122375357896,0.184968953109812,3.16979096550494,0.0881511340151352
7561,0.216108980293612,9.51306679286063,0.0762960320990533,2.58098259661347,0.0206998158770527
7831,0.0306474268931171,11.7708668392152,0.128749261357822,4.80473596602678,0.0525540060129126
5838,0.0861596437136006,6.56219729688019,0.214162391092628,1.85377191565931,0.0604992821820072
5806,0.137444023424044,11.8273786874488,0.217377951280912,2.7495227875188,0.0505340740620137
5857,0.296738944852313,12.206035326235,0.190363866562024,4.62239504326135,0.0720903200502029
5221,0.074698333652557,13.7748080585152,0.208535325750709,1.03829763270915,0.0157186752906763
9371,0.049407747305517,9.07004822976887,0.243079776507569,4.1375572392717,0.11088766713593
9243,0.202423455588013,12.3348266398534,0.143953192315297,4.72177678439766,0.0551053420822443
8122,0.225806451612903,10.547128606122,0.196413371911505,3.38578403741121,0.0630515929203788
7400,0.111216216216216,11.9970833742991,0.12835338990367,4.43770606350154,0.0474777576245502
8608,0.160780669144981,7.51746696885675,0.234712518249638,1.85405004397035,0.0578876843202562
9961,0.0157614697319546,11.8092935322784,0.101881920914399,1.99643025826663,0.017223735622108
8716,0.225103258375402,13.457668707706,0.159572868837742,1.6427952433005,0.0194792690755085
6736,0.105700712589074,10.0488163228147,0.173514479557751,4.45938942953944,0.077000973164881
9345,0.151417870518994,10.1731573417783,0.134073368414072,4.2053772546351,0.0554232157272713
9514,0.052764347277696,10.4212431004271,0.210915868294658,1.7072451626882,0.0345529887759243
8236,0.146551724137931,8.29807651462033,0.126480697732186,4.49837877694517,0.0685650566573156
6603,0.286082083901257,5.67719090729952,0.191688574671745,2.53624059446156,0.0856353701179679
9987,0.0380494643035947,7.84525459166616,0.237858866508585,3.44034650363028,0.104307248437743
7908,0.0609509357612544,5.70501584094018,0.0816960727837868,4.31842914316803,0.0618400914963526
6531,0.229367631296892,13.4709442546591,0.146080548246391,1.54694058466703,0.0167752107380739
5625,0.0988444444444444,12.2748528397642,0.123992013734067,1.18136413767934,0.0119333176777119
8200,0.174634146341463,7.57025415543467,0.115284927827539,3.23504460416734,0.0492654375999464
5985,0.0795321637426901,7.9326205374673,0.174928752656095,4.8811318334192,0.10763786054521
9616,0.19186772046589,6.99125636136159,0.176604041374288,4.65069133974612,0.117479726580018
6518,0.106781221233507,11.5466213040054,0.192813843422104,2.66768362093717,0.0445469127673445
5408,0.0872781065088758,9.42113101948053,0.131151128027821,4.56886772066355,0.0636029956632493
6751,0.102947711450156,14.3150112195872,0.101514280079864,2.41481590364128,0.0171245620574945
5983,0.233662042453619,7.29087042389438,0.134527353462996,1.71498725190759,0.0316440538383166
6992,0.169050343249428,12.7104184194468,0.188117700945586,4.90024080779403,0.072524916522935
5192,0.145608628659476,6.48870928445831,0.104715062090661,1.70152197312564,0.0274592328386847
8039,0.0368205000621968,13.6031980859116,0.125317073053215,3.49039956275374,0.0321546929058931
6671,0.0214360665567381,7.25576785160229,0.114142024629749,1.75347156636417,0.0275842335103522
5131,0.22120444357825,9.58859764738008,0.248542743694037,3.96695252135396,0.102826012730932
7525,0.226179401993356,6.80631793336943,0.246499758002814,3.49361657723784,0.126525920369022
6145,0.0193653376729048,11.6719878860749,0.183211602206575,1.98716124054044,0.0311918585142269
6535,0.288905891354246,12.4636989482678,0.180936177806696,2.6894004046917,0.0390421681265275
9403,0.0487078591938743,12.5584367779084,0.235544566513505,1.37404490914196,0.0257714250760305
5821,0.087442020271431,13.4406255977228,0.114095389085822,3.41320014838129,0.0289741274411607
8539,0.230940391146504,5.20533474395052,0.197812965606106,2.01929542887956,0.076737200750776
9426,0.194674305113516,9.12599122850224,0.188171945360256,2.19776096660644,0.0453163876852689
6674,0.0483967635600839,10.9596876474097,0.091340436833445,1.55280529335141,0.0129414193519945
6797,0.121229954391643,14.4909314531833,0.113786692212336,4.90236886870116,0.0384947192232902
6110,0.227332242225859,14.3954824609682,0.114376745762071,2.68456888571382,0.0213297646504446
6986,0.285714285714286,7.57596061332151,0.085492606589105,2.4566671717912,0.0277228051673083
6263,0.166693277981798,9.3874017172493,0.122445998549927,3.87697129230946,0.050569863263009
8072,0.0913032705649158,10.5253055435605,0.236147303612204,3.28889041300863,0.073790029153423
5013,0.151007380809894,12.6441663806327,0.157908899590606,2.63740628119558,0.0329377130211496
8506,0.140253938396426,9.20988014433533,0.124529305892298,3.6249824333936,0.0490143779536511
5685,0.141952506596306,11.496016739402,0.21107094861567,4.97933945339173,0.0914224401139398
5761,0.320777642770352,5.14369543176144,0.235502239255235,1.53717287629843,0.0703789054568344
8566,0.119425636236283,7.49514560215175,0.173081783793168,1.4469922715798,0.0334146948963954
7017,0.255237280889269,9.14024436380714,0.244022022803314,2.74117000773549,0.0731824909172094
6456,0.153345724907063,5.43079944094643,0.233433496288955,4.7392434021458,0.203708159205095
8163,0.147494793580791,14.6673492831178,0.215596188342664,3.50064059440047,0.0514561120992074
8015,0.233063006862134,12.3833890142851,0.132337767489254,4.5353153385222,0.0484676291819176
6113,0.0678881073122853,9.89252947503701,0.234648472645553,3.97851702850312,0.0943694882576115
9786,0.153688943388514,11.4042491535656,0.185595108587993,3.44197461288422,0.0560154064886976
5731,0.211481416855697,11.7795232590288,0.094976665019989,1.80445834808052,0.014549097811476
6738,0.174087266251113,12.5306307268329,0.188927678070497,3.19530457258225,0.0481764634826634
6414,0.299501091362644,10.1686001894996,0.106473523427499,4.12844749446958,0.0432282067177274
7022,0.0427228709769297,12.1974123734981,0.210937813570024,4.30521676875651,0.074452923647941
9344,0.0931078767123288,7.07387177506462,0.230309098681668,1.9913766765967,0.0648346735855969
8602,0.207277377354104,13.8382257288322,0.158346089227125,2.12223180942237,0.0242839735411512
9822,0.141926287925066,10.4285237938166,0.156978496016702,4.78329179063439,0.072001940653196
8482,0.0873614713510964,13.1000146199949,0.109177456668811,3.61314320843667,0.0301124691475692
7154,0.200866648029075,12.7022722526453,0.221551080114907,3.48981236014515,0.0608687707530037
9329,0.0587415585807696,14.4124502129853,0.138981515853899,2.78537960257381,0.0268598519803007
5188,0.0763299922898998,12.6532599632628,0.245745773546165,3.91170908976346,0.0759714080752677
9816,0.18480032599837,12.2916055959649,0.243846013326198,1.58691971935332,0.0314819771926352
7710,0.229442282749676,8.6782542988658,0.142261346867075,4.04809815715998,0.0663598779495284
8103,0.0835493027273849,5.04491643747315,0.154885319676949,4.15341683011502,0.127515153413759
6043,0.253681946053285,12.8076684428379,0.163581033016322,4.51940063852817,0.0577223113140844
6109,0.117695203797676,5.74836772168055,0.187294073455967,2.3812955962494,0.0775876864387367
6475,0.0684169884169884,6.36995789362118,0.199178642397514,3.10300609935075,0.0970261581852526
8822,0.174676944003627,6.41876354347915,0.165293096866459,1.78006518539041,0.0458394338916349
7524,0.10180754917597,14.8713587108068,0.087630472838413,4.49912177864462,0.0265113750859715
7842,0.249298648304004,8.66756684379652,0.203507193217985,1.18288755975664,0.0277732068891785
6785,0.0720707442888725,9.89270408404991,0.217799064469524,4.91423766128719,0.108192497836353
5912,0.205006765899865,7.89664681768045,0.13403167409962,2.29563694354147,0.0389643946059346
5840,0.146232876712329,14.0013116598129,0.138649809074122,4.47076530661434,0.0442723347096447
6137,0.0537722014013362,13.9075632835738,0.197347978704143,3.94956351164728,0.0560442084565469
5539,0.118252392128543,9.66252783546224,0.178980257794959,2.18823436461389,0.0405329492823808
7900,0.0154430379746835,11.2326533650048,0.121607068215031,1.4951648702845,0.0161869694065225
7486,0.0275180336628373,7.24936036160216,0.21284003421478,1.84243434574455,0.0540935709671479
9227,0.0932047252628156,8.11711385380477,0.107076492665336,2.11845707986504,0.0279455183282505
5132,0.379968823070928,14.77527996758,0.21830261097406,1.47868848033249,0.0218474070733104
5248,0.118330792682927,8.5200593736954,0.171213119756663,3.80740851256996,0.0765110031554206
7180,0.26866295264624,13.9313125819899,0.148534751539119,2.23852247931063,0.0238669815440781
9261,0.0559334845049131,13.9983909623697,0.242525456589414,4.76016432326287,0.082470980346482
7150,0.101538461538462,11.6160052106716,0.240773956050864,4.89087932277471,0.101377051899906
5555,0.0367236723672367,10.3344844188541,0.17183685261081,3.32995141483843,0.0553688357620259
9164,0.162374508948058,6.06086801504716,0.116575858442578,2.27236034255475,0.0437069998829417
7100,0.0888732394366197,11.3650002912618,0.138644384061685,1.42927334271371,0.0174360507855585
6456,0.256040892193309,8.65662680240348,0.244463521142257,2.13802688755095,0.0603779732172824
8288,0.118605212355212,8.41680091107264,0.149965651300969,2.23923099040985,0.0398973122256412
5889,0.097639667176091,8.58325299574062,0.177242476471001,4.73706821724773,0.0978195216258577
5598,0.235441229010361,9.29746818495914,0.214966120382305,1.65809319633991,0.0383366583847097
8720,0.186353211009174,8.97038630442694,0.129342748566298,3.63127193786204,0.0523588034333542
9500,0.127894736842105,12.0681446837261,0.24242577779456,2.05124390684068,0.0412055384315021
5681,0.264742122865693,10.9138551261276,0.110808483121917,1.26163292210549,0.0128093720082927
6637,0.229772487569685,5.35365962190554,0.219539061326068,1.78248661477119,0.0730949417538543
7790,0.0849807445442876,7.9258452844806,0.247189479594817,1.51270114071667,0.0471777828528159
7352,0.187295973884657,14.3342238245532,0.239485154155875,1.8068576157093,0.0301875832226547
9658,0.0639884033961483,10.2256744145416,0.192759816601407,1.78340645320714,0.033618232588856
7848,0.0160550458715596,10.8741263579577,0.152341722728452,4.37293828092515,0.0612629400442656
8128,0.0230068897637795,8.7893216800876,0.205090314697009,4.32128212787211,0.100832936119254
6460,0.171826625386997,12.0276200771332,0.244263433918823,2.46119125746191,0.0499832073363863
7597,0.108990390943794,14.09678803524,0.169690523535479,3.84371601603925,0.0462688508511932
7232,0.0843473451327434,14.1185080469586,0.0873473446529824,1.64537101238966,0.0101794600692377
6858,0.192330125400992,7.99679354066029,0.200711595608387,4.82741846796125,0.121163421119647
5048,0.0946909667194929,8.6752476869151,0.201443271535682,2.12921915948391,0.0494414555966891
8328,0.0202929875120077,13.7024927558377,0.211506747376174,3.98036123067141,0.0614394236350073
5336,0.037856071964018,12.0778517285362,0.173250604667235,4.44645237084478,0.0637820846941532
5480,0.248905109489051,8.81195130525157,0.209119681472424,3.74327255599201,0.0888329880019882
7325,0.0865529010238908,12.186411418952,0.0745377390943468,2.18791709002107,0.0133823147446369
8551,0.182785639106537,10.4707538173534,0.237449735450326,4.26499166060239,0.09671902894226
8992,0.157918149466192,11.0642290278338,0.149347033593105,2.16614328604192,0.0292390073717878
6273,0.152239757691695,13.4660252020694,0.0825654846960679,3.3161302478984,0.020332495827421
6852,0.109165207238762,6.33779050316662,0.101658540758304,4.99385003745556,0.0801016548779711
5993,0.176372434506925,11.6653519053943,0.18125012014946,3.58811603207141,0.0557502651610887
8311,0.135483094693779,9.99720364809036,0.123921078765532,4.99487689044327,0.0619143666922289
8721,0.080380690287811,12.9205445060506,0.159453317057341,4.25767350196838,0.0525442377848766
8558,0.13893433045104,8.06873824913055,0.225230837473646,4.72583939321339,0.131917126499189
6190,0.209531502423263,12.9063995019533,0.233516888335347,3.70040949247777,0.06695191095853
8046,0.0226199353716132,9.3022352643311,0.0851328804488294,3.63704289123416,0.0332857564712396
8940,0.119015659955257,13.9170663687401,0.249668070416665,4.06228827126324,0.0728762547572993
7639,0.215342322293494,6.76146674435586,0.0962636302234605,2.45841872878373,0.0350007358447212
6800,0.112352941176471,13.7528633349575,0.12903664577473,3.88184465281665,0.0364215219200808
5064,0.107030015797788,12.2357055032626,0.194664391728817,4.31681949459016,0.0686785932281079
7626,0.100576973511671,13.6494358279742,0.194886866042158,3.90478758886457,0.0557526204998518
9791,0.0872229598610969,10.655688396655,0.191271645072149,4.97870621923357,0.0893687290238969
5376,0.337239583333333,7.17387267388403,0.194889274371089,1.14071691501886,0.0309893277922493
5013,0.0975463794135248,6.12165198894218,0.150337857649662,4.41404026374221,0.108401679486034
6348,0.0198487712665406,14.3359904759564,0.20694528606697,3.39505879767239,0.0490089202609927
9682,0.188080975005164,8.18609696812928,0.199771038135281,1.18342621717602,0.0288799759985971
6151,0.294098520565762,12.3012461117469,0.156731089918409,2.16761341039091,0.0276177233790896
6129,0.149942894436287,6.91456481581554,0.1631484951647,3.68256335519254,0.0868897299760823
8005,0.0640849469081824,13.826982525643,0.197000867262948,1.65700327977538,0.0236082661251588
8549,0.0187156392560533,10.3537220181897,0.202311911637429,4.33658165019006,0.0847368822613169
6101,0.173414194394362,12.4821548350155,0.105557100756094,1.47403092589229,0.0124653501753984
9662,0.0933554129579797,9.53760711243376,0.109980092654005,1.91820749547333,0.0221192418176607
7201,0.181085960283294,8.27943719923496,0.119887683104957,3.17787546291947,0.04601618652059
9527,0.136874147160701,11.8717816798016,0.194551233818755,3.2984234187752,0.0540535837911494
8992,0.0790702846975089,8.73967709252611,0.123921379546169,3.86146679054946,0.0547523995097966
6982,0.284588942996276,10.149100003764,0.157039848806802,2.03945599123836,0.0315570701237958
6780,0.284218289085546,10.3263519983739,0.122813479137607,4.00052828714252,0.047579125465581
7548,0.134870164281929,14.8876353050582,0.191649865824962,2.30865489505231,0.0297195217243527
6965,0.0159368269921034,12.7203879342414,0.0902778081409633,2.07395198848099,0.0147190353531322
8138,0.0969525681985746,14.5296424883418,0.233542381380219,2.67292501963675,0.0429632921001058
9974,0.0445157409264087,11.6959845530801,0.171552000135882,3.98167451098561,0.0584016012632097
8289,0.155507298829774,5.06832104874775,0.18758288521599,4.89662805292755,0.181228380989135
5378,0.110449981405727,5.9398085041903,0.0886967229847796,4.19740313198417,0.06267809855998
5374,0.23836992928917,12.4049730971456,0.169029183516046,2.72600215114653,0.0371442899765183
6777,0.251586247602184,14.3451285012998,0.131856773656094,4.63446173816919,0.0425987938952402
9740,0.135523613963039,11.4866788638756,0.109656577635091,1.55660481844097,0.0148599920954818
6294,0.220686367969495,8.47776028094813,0.126947899624938,1.15631462261081,0.0173149166503241
8992,0.0239101423487544,6.55772212194279,0.095248487237608,4.8363899178803,0.0702467739259502
6320,0.158544303797468,7.6191605697386,0.154061256374232,3.80815564841032,0.0770018216958056
8555,0.0987726475745178,11.9438135297969,0.121646413339768,4.64692502096295,0.0473284148692315
7775,0.0439871382636656,5.73339089751244,0.127288403311046,2.01789978239685,0.0447998829897408
7112,0.0766310461192351,14.3159924447536,0.131924420542549,3.11929925438017,0.0287448982821806
6879,0.124727431312691,13.0812731478363,0.160710216700099,4.38974119815975,0.0539302444984337
7587,0.178067747462765,6.13481900189072,0.0740243866492529,1.61835501343012,0.0195275096482858
9709,0.20012359666289,9.2822742741555,0.237192306567682,1.49607361666858,0.0382295482175848
7211,0.0586603799750381,7.85768585046753,0.0758188512658235,4.14909914229065,0.0400346790063862
6928,0.131639722863741,7.70854517119005,0.127492514085025,4.34601454343647,0.071879233770807
9828,0.165547415547416,5.2814012975432,0.197062294987729,4.57809856627137,0.170820310618914
8972,0.162059741417744,10.4211553139612,0.110628642557189,3.77235571946949,0.0400464804443189
9932,0.0408779701973419,14.4474108191207,0.125134255272802,1.04179468099028,0.00902336087656286
8422,0.176680123486108,7.42618409451097,0.131296816091053,1.14274938683957,0.0202040986558547
9382,0.133873374547005,13.2033172086813,0.121465939331101,2.33186319842935,0.0214523327215538
5683,0.167693119831075,14.7839336749166,0.164551081120269,4.80861365608871,0.0535217888011494
8110,0.0946979038224414,10.1995412074029,0.0861041758942884,2.61289682146162,0.0220579850538242
5427,0.293348074442602,14.7184919379652,0.186944762861123,3.31491213850677,0.042103869489518
5794,0.323092854677252,10.2885069022886,0.117697584758047,1.77131874393672,0.0202633812639649
7782,0.160370084811103,7.67924279673025,0.237453890074044,2.61294801533222,0.0807963346420136
5560,0.190647482014389,12.9093401948921,0.195739223146345,3.60324074979872,0.0546345153607402
8487,0.163897725933781,5.64575991360471,0.0981277413321659,4.62716949544847,0.0804238398900586
5419,0.206311127514302,5.73835983639583,0.0780975339489523,1.39124534558505,0.0189344749555464
5228,0.362088752869166,12.7909555402584,0.249303825065028,4.24255354423076,0.0826900557421959
8716,0.122303809086737,12.8747549001127,0.142201176486211,3.0404910473153,0.0335821075724122
9501,0.0268392800757815,11.0295067518018,0.224256812455365,2.92605672031641,0.0594938801823175
9430,0.151007423117709,9.74094116827473,0.107388009133283,1.73404318746179,0.0191167816780517
